,SMILES,Formula,Autocorrelation_descriptors_vector_2d,Autocorrelation_descriptors_vector_3d,CrippenDescriptors,ExactMolWt,FractionCSP3,HallKierAlpha,CalcKappa1,CalcKappa2,CalcKappa3
37,CNCC(C)NCCNC=CC#N,C9H18N4,"[2.651, 2.651, 2.582, 2.487, 2.286, 2.163, 2.04, 1.846, 2.425, 2.425, 2.344, 2.262, 2.053, 1.959, 1.807, 1.708, 2.648, 2.648, 2.578, 2.484, 2.282, 2.159, 2.037, 1.844, 2.339, 2.339, 2.268, 2.185, 1.964, 1.893, 1.73, 1.658, 2.71, 2.71, 2.654, 2.552, 2.347, 2.224, 2.11, 1.884, 4.575, 4.533, 4.668, 4.388, 3.98, 4.119, 4.234, 3.738, 0.054, 0.054, 0.06, 0.05, 0.037, 0.036, 0.033, 0.02, 0.115, 0.115, 0.127, 0.106, 0.079, 0.075, 0.07, 0.042, 0.05, 0.05, 0.055, 0.046, 0.035, 0.033, 0.03, 0.018, 0.276, 0.276, 0.305, 0.254, 0.19, 0.181, 0.167, 0.1, 0.166, 0.166, 0.183, 0.153, 0.114, 0.109, 0.101, 0.06, 30.651, 35.324, 31.947, 32.753, 25.824, 19.976, 16.827, 8.886, -0.398, -0.398, 0.379, 0.047, -0.458, 0.29, 0.264, -0.133, -0.398, -0.398, 0.379, 0.047, -0.458, 0.29, 0.264, -0.133, -0.398, -0.398, 0.379, 0.047, -0.458, 0.29, 0.264, -0.133, -0.398, -0.398, 0.379, 0.047, -0.458, 0.29, 0.264, -0.133, -0.398, -0.398, 0.379, 0.047, -0.458, 0.29, 0.264, -0.133, -0.221, -0.138, 0.372, 0.258, -0.444, -0.167, 0.033, -0.061, 1.264, 1.264, 0.591, 0.867, 1.354, 0.619, 0.722, 0.867, 1.264, 1.264, 0.591, 0.867, 1.354, 0.619, 0.722, 0.867, 1.264, 1.264, 0.591, 0.867, 1.354, 0.619, 0.722, 0.867, 1.264, 1.264, 0.591, 0.867, 1.354, 0.619, 0.722, 0.867, 1.264, 1.264, 0.591, 0.867, 1.354, 0.619, 0.722, 0.867, 1.023, 1.02, 0.57, 0.736, 1.361, 1.032, 0.82, 0.827]",0,"(-0.18921999999999967, 54.14710000000002)",182.15314657599998,0.6666666666666666,-1.05,11.95,9.041324200913241,8.859598242468625
38,CC1=CC(NN=CC2CO2)C(=O)C1,C9H12N2O2,"[2.815, 2.935, 2.82, 2.573, 2.286, 2.302, 2.279, 1.204, 2.583, 2.704, 2.403, 2.178, 2.103, 2.097, 1.895, 0.999, 2.812, 2.933, 2.815, 2.569, 2.284, 2.301, 2.277, 1.202, 2.485, 2.602, 2.222, 2.018, 2.019, 1.997, 1.717, 0.898, 2.826, 2.949, 2.85, 2.602, 2.273, 2.265, 2.207, 1.166, 4.534, 4.821, 4.95, 4.513, 4.143, 3.909, 3.839, 1.705, 0.128, 0.14, 0.144, 0.111, 0.076, 0.088, 0.142, 0.025, 0.154, 0.168, 0.197, 0.154, 0.079, 0.083, 0.111, 0.023, 0.122, 0.134, 0.136, 0.104, 0.072, 0.085, 0.137, 0.025, 0.453, 0.497, 0.561, 0.438, 0.248, 0.272, 0.395, 0.077, 0.157, 0.16, 0.193, 0.15, 0.066, 0.06, 0.066, 0.016, 21.219, 34.748, 32.497, 21.638, 12.694, 13.944, 19.444, 4.583, -0.081, -0.188, -0.085, 0.107, -0.136, -0.239, 0.224, -0.447, 0.013, -0.26, -0.134, 0.111, -0.111, -0.14, 0.112, -0.334, -0.084, -0.184, -0.085, 0.104, -0.136, -0.242, 0.23, -0.449, -0.034, -0.233, -0.104, 0.125, -0.124, -0.188, 0.156, -0.392, 0.153, -0.296, -0.249, -0.011, -0.065, -0.009, 0.049, -0.154, -0.054, -0.178, 0.082, -0.437, 0.084, -0.128, 0.008, 0.353, 0.83, 0.882, 1.022, 0.83, 0.933, 1.244, 1.421, 1.658, 0.797, 1.036, 1.23, 0.986, 0.854, 0.942, 1.077, 1.256, 0.83, 0.876, 1.017, 0.828, 0.935, 1.253, 1.432, 1.67, 0.817, 0.972, 1.122, 0.895, 0.896, 1.087, 1.243, 1.45, 0.717, 1.156, 1.561, 1.319, 0.718, 0.549, 0.627, 0.732, 0.726, 1.045, 1.053, 1.483, 0.662, 0.916, 1.289, 0.475]",0,"(0.2482999999999998, 48.536700000000025)",180.089877624,0.5555555555555556,-1.1600000000000001,8.438790772605078,3.297841500935068,2.1520406802809573
39,CC1NC2C3C(N)C3OC3C1C23O,C9H14N2O2,"[2.918, 3.308, 3.253, 2.746, 1.93, 0.773, 0.0, 0.0, 2.736, 3.023, 2.917, 2.351, 1.621, 0.564, 0.0, 0.0, 2.916, 3.305, 3.25, 2.742, 1.926, 0.77, 0.0, 0.0, 2.656, 2.887, 2.778, 2.168, 1.512, 0.486, 0.0, 0.0, 2.918, 3.304, 3.242, 2.75, 1.966, 0.829, 0.0, 0.0, 4.273, 4.631, 4.535, 3.897, 2.303, 0.693, 0.0, 0.0, 0.138, 0.237, 0.276, 0.147, 0.048, 0.007, 0.0, 0.0, 0.155, 0.26, 0.292, 0.177, 0.072, 0.013, 0.0, 0.0, 0.132, 0.227, 0.264, 0.14, 0.045, 0.006, 0.0, 0.0, 0.471, 0.799, 0.913, 0.524, 0.2, 0.033, 0.0, 0.0, 0.139, 0.229, 0.24, 0.171, 0.073, 0.016, 0.0, 0.0, 1.642, 7.725, 8.108, 11.108, 1.363, 1.119, 0.0, 0.0, -0.084, -0.339, 0.199, -0.204, 0.273, -0.449, 0.0, 0.0, -0.096, -0.374, 0.174, -0.041, 0.266, -0.873, 0.0, 0.0, -0.083, -0.336, 0.198, -0.21, 0.27, -0.431, 0.0, 0.0, -0.093, -0.366, 0.192, -0.116, 0.288, -0.698, 0.0, 0.0, -0.094, -0.348, 0.092, 0.145, 0.105, -1.189, 0.0, 0.0, 0.035, -0.259, -0.233, 0.134, 0.24, 0.985, 0.0, 0.0, 0.778, 1.227, 0.869, 1.313, 0.498, 0.833, 0.0, 0.0, 0.81, 1.236, 0.828, 1.144, 0.735, 1.809, 0.0, 0.0, 0.776, 1.225, 0.872, 1.319, 0.494, 0.798, 0.0, 0.0, 0.801, 1.24, 0.84, 1.219, 0.605, 1.37, 0.0, 0.0, 0.803, 1.181, 0.837, 0.976, 1.172, 2.821, 0.0, 0.0, 0.667, 1.183, 1.28, 0.967, 0.325, 0.0, 0.0, 0.0]",0,"(-1.5678999999999983, 44.951900000000016)",182.105527688,1.0,-0.16,7.173945515763697,1.6727065391148446,0.5455727639044982
40,CCN1C2C(CO)C2C(C)C1C,C10H19NO,"[2.697, 2.953, 2.944, 2.556, 2.079, 1.299, 0.0, 0.0, 2.564, 2.804, 2.83, 2.421, 1.816, 0.888, 0.0, 0.0, 2.695, 2.951, 2.943, 2.555, 2.077, 1.296, 0.0, 0.0, 2.512, 2.746, 2.782, 2.374, 1.68, 0.647, 0.0, 0.0, 2.713, 2.979, 2.944, 2.547, 2.032, 1.229, 0.0, 0.0, 3.664, 3.892, 3.555, 2.944, 2.079, 1.099, 0.0, 0.0, 0.043, 0.057, 0.057, 0.064, 0.041, 0.024, 0.0, 0.0, 0.054, 0.075, 0.064, 0.076, 0.038, 0.021, 0.0, 0.0, 0.041, 0.054, 0.054, 0.061, 0.04, 0.023, 0.0, 0.0, 0.158, 0.215, 0.194, 0.229, 0.126, 0.072, 0.0, 0.0, 0.054, 0.078, 0.057, 0.064, 0.026, 0.014, 0.0, 0.0, 3.25, 4.25, 4.25, 2.75, 1.5, 0.5, 0.0, 0.0, -0.095, -0.115, -0.073, 0.37, -0.529, -1.235, 0.0, 0.0, -0.153, -0.199, -0.082, 0.51, -0.446, -1.09, 0.0, 0.0, -0.093, -0.111, -0.072, 0.362, -0.531, -1.237, 0.0, 0.0, -0.13, -0.164, -0.079, 0.465, -0.491, -1.174, 0.0, 0.0, -0.193, -0.261, -0.08, 0.511, -0.293, -0.78, 0.0, 0.0, 0.385, -0.176, -0.647, -0.273, 0.667, 1.0, 0.0, 0.0, 0.698, 0.686, 0.761, 0.587, 2.586, 5.172, 0.0, 0.0, 0.931, 1.037, 0.775, 0.356, 1.916, 3.832, 0.0, 0.0, 0.689, 0.674, 0.76, 0.598, 2.608, 5.217, 0.0, 0.0, 0.828, 0.881, 0.771, 0.444, 2.226, 4.452, 0.0, 0.0, 1.17, 1.403, 0.772, 0.235, 1.122, 2.243, 0.0, 0.0, 0.564, 1.078, 1.51, 1.167, 0.306, 0.0, 0.0, 0.0]",0,"(0.9534, 48.85980000000003)",169.146664228,1.0,-0.08,8.515232389843668,2.7081163207045043,0.8816946438273898
41,CC1CC(=C)C(N)=C(C1)C(O)=O,C9H13NO2,"[2.627, 2.984, 2.995, 2.81, 2.318, 0.0, 0.0, 0.0, 2.5, 2.801, 2.766, 2.46, 1.8, 0.0, 0.0, 0.0, 2.626, 2.982, 2.993, 2.806, 2.315, 0.0, 0.0, 0.0, 2.445, 2.732, 2.662, 2.304, 1.471, 0.0, 0.0, 0.0, 2.618, 2.969, 2.996, 2.788, 2.256, 0.0, 0.0, 0.0, 3.565, 3.862, 3.846, 3.892, 3.258, 0.0, 0.0, 0.0, 0.086, 0.177, 0.143, 0.159, 0.116, 0.0, 0.0, 0.0, 0.082, 0.155, 0.147, 0.174, 0.1, 0.0, 0.0, 0.0, 0.083, 0.17, 0.137, 0.152, 0.112, 0.0, 0.0, 0.0, 0.269, 0.524, 0.465, 0.541, 0.341, 0.0, 0.0, 0.0, 0.063, 0.11, 0.122, 0.14, 0.067, 0.0, 0.0, 0.0, 1.806, 8.376, 8.513, 8.734, 15.151, 0.0, 0.0, 0.0, 0.0, 0.284, -0.209, 0.002, -1.041, 0.0, 0.0, 0.0, -0.0, 0.209, -0.275, 0.181, -1.033, 0.0, 0.0, 0.0, -0.0, 0.286, -0.206, -0.006, -1.04, 0.0, 0.0, 0.0, -0.0, 0.245, -0.249, 0.109, -1.051, 0.0, 0.0, 0.0, 0.0, 0.105, -0.319, 0.293, -0.882, 0.0, 0.0, 0.0, -0.019, -0.035, -0.039, -0.051, -0.551, 0.0, 0.0, 0.0, 0.596, 0.468, 0.936, 1.161, 2.839, 0.0, 0.0, 0.0, 0.61, 0.545, 1.089, 0.987, 2.583, 0.0, 0.0, 0.0, 0.596, 0.465, 0.931, 1.169, 2.845, 0.0, 0.0, 0.0, 0.606, 0.509, 1.019, 1.056, 2.719, 0.0, 0.0, 0.0, 0.606, 0.638, 1.275, 0.887, 2.097, 0.0, 0.0, 0.0, 0.498, 0.708, 0.718, 1.279, 2.738, 0.0, 0.0, 0.0]",0,"(1.2699, 46.387200000000014)",167.094628656,0.4444444444444444,-1.25,8.843023255813954,3.009259259259259,1.494888888888889
42,CCC1C(C)C2CN1C2C1CN1,C10H18N2,"[2.762, 2.936, 2.892, 2.603, 1.846, 1.153, 0.0, 0.0, 2.624, 2.821, 2.748, 2.507, 1.708, 1.015, 0.0, 0.0, 2.76, 2.934, 2.89, 2.601, 1.844, 1.151, 0.0, 0.0, 2.575, 2.78, 2.701, 2.474, 1.658, 0.965, 0.0, 0.0, 2.801, 2.968, 2.935, 2.63, 1.884, 1.191, 0.0, 0.0, 3.932, 4.043, 3.912, 3.714, 2.708, 1.946, 0.0, 0.0, 0.026, 0.028, 0.043, 0.018, 0.01, 0.005, 0.0, 0.0, 0.055, 0.06, 0.091, 0.039, 0.021, 0.01, 0.0, 0.0, 0.024, 0.026, 0.04, 0.017, 0.009, 0.004, 0.0, 0.0, 0.133, 0.145, 0.219, 0.094, 0.051, 0.023, 0.0, 0.0, 0.08, 0.087, 0.131, 0.056, 0.031, 0.014, 0.0, 0.0, 4.722, 1.972, 4.444, 6.611, 6.806, 3.333, 0.0, 0.0, -0.229, -0.153, 0.2, -0.1, -0.28, -0.4, 0.0, 0.0, -0.229, -0.153, 0.2, -0.1, -0.28, -0.4, 0.0, 0.0, -0.229, -0.153, 0.2, -0.1, -0.28, -0.4, 0.0, 0.0, -0.229, -0.153, 0.2, -0.1, -0.28, -0.4, 0.0, 0.0, -0.229, -0.153, 0.2, -0.1, -0.28, -0.4, 0.0, 0.0, -0.122, -0.027, 0.107, -0.024, -0.707, -0.854, 0.0, 0.0, 1.179, 0.971, 0.825, 0.825, 1.32, 1.65, 0.0, 0.0, 1.179, 0.971, 0.825, 0.825, 1.32, 1.65, 0.0, 0.0, 1.179, 0.971, 0.825, 0.825, 1.32, 1.65, 0.0, 0.0, 1.179, 0.971, 0.825, 0.825, 1.32, 1.65, 0.0, 0.0, 1.179, 0.971, 0.825, 0.825, 1.32, 1.65, 0.0, 0.0, 0.862, 0.426, 0.679, 1.341, 2.656, 3.22, 0.0, 0.0]",0,"(0.6868999999999998, 49.01770000000003)",166.146998576,1.0,-0.08,7.335725326991677,2.2364793009750117,0.7283191477110827
43,CNCCC=CCC1CCC2NC12,C11H20N2,"[2.751, 2.803, 2.526, 2.335, 2.234, 2.12, 2.015, 1.901, 2.641, 2.726, 2.422, 2.253, 2.142, 2.017, 1.836, 1.627, 2.75, 2.802, 2.524, 2.334, 2.232, 2.119, 2.012, 1.897, 2.603, 2.7, 2.386, 2.225, 2.11, 1.981, 1.771, 1.535, 2.783, 2.826, 2.555, 2.359, 2.26, 2.15, 2.063, 1.981, 4.263, 4.043, 4.094, 4.277, 3.85, 3.135, 3.258, 3.784, 0.021, 0.019, 0.016, 0.012, 0.011, 0.01, 0.013, 0.028, 0.044, 0.04, 0.034, 0.025, 0.024, 0.022, 0.027, 0.06, 0.019, 0.017, 0.015, 0.011, 0.01, 0.01, 0.012, 0.026, 0.107, 0.095, 0.082, 0.06, 0.057, 0.053, 0.065, 0.144, 0.064, 0.057, 0.049, 0.036, 0.034, 0.032, 0.039, 0.087, 20.805, 20.556, 22.598, 18.905, 15.538, 10.284, 10.385, 13.71, -0.156, -0.055, -0.14, -0.081, -0.114, -0.156, -0.409, 0.773, -0.156, -0.055, -0.14, -0.081, -0.114, -0.156, -0.409, 0.773, -0.156, -0.055, -0.14, -0.081, -0.114, -0.156, -0.409, 0.773, -0.156, -0.055, -0.14, -0.081, -0.114, -0.156, -0.409, 0.773, -0.156, -0.055, -0.14, -0.081, -0.114, -0.156, -0.409, 0.773, -0.164, -0.268, -0.093, 0.166, -0.074, 0.096, -0.377, 0.424, 1.013, 0.709, 0.967, 0.788, 0.886, 1.013, 1.773, 1.418, 1.013, 0.709, 0.967, 0.788, 0.886, 1.013, 1.773, 1.418, 1.013, 0.709, 0.967, 0.788, 0.886, 1.013, 1.773, 1.418, 1.013, 0.709, 0.967, 0.788, 0.886, 1.013, 1.773, 1.418, 1.013, 0.709, 0.967, 0.788, 0.886, 1.013, 1.773, 1.418, 0.989, 1.001, 1.064, 0.823, 0.999, 0.752, 1.398, 1.014]",0,"(1.2925999999999997, 55.73640000000004)",180.16264864,0.8181818181818182,-0.34,9.224214804636338,4.248460270697676,2.3191876980686152
44,CC(CC1(N)CCCOC1)C1CN1,C10H20N2O,"[2.783, 2.962, 2.938, 2.639, 2.605, 2.086, 1.153, 0.0, 2.618, 2.801, 2.708, 2.464, 2.33, 1.794, 1.015, 0.0, 2.781, 2.96, 2.936, 2.637, 2.601, 2.083, 1.151, 0.0, 2.548, 2.735, 2.617, 2.394, 2.216, 1.68, 0.965, 0.0, 2.791, 2.975, 2.952, 2.665, 2.636, 2.087, 1.191, 0.0, 3.689, 3.628, 3.624, 3.35, 3.541, 3.434, 1.946, 0.0, 0.07, 0.081, 0.108, 0.056, 0.073, 0.061, 0.009, 0.0, 0.091, 0.109, 0.143, 0.081, 0.11, 0.076, 0.014, 0.0, 0.066, 0.077, 0.102, 0.053, 0.069, 0.057, 0.008, 0.0, 0.261, 0.308, 0.411, 0.224, 0.297, 0.224, 0.037, 0.0, 0.093, 0.115, 0.141, 0.091, 0.131, 0.068, 0.018, 0.0, 8.598, 8.251, 11.801, 5.435, 10.797, 10.673, 2.692, 0.0, -0.161, -0.137, 0.022, -0.162, -0.18, 0.329, -0.162, 0.0, -0.168, -0.158, 0.015, -0.228, -0.064, 0.391, -0.311, 0.0, -0.16, -0.135, 0.021, -0.158, -0.183, 0.322, -0.155, 0.0, -0.169, -0.152, 0.024, -0.204, -0.12, 0.389, -0.253, 0.0, -0.151, -0.155, -0.032, -0.257, 0.081, 0.292, -0.406, 0.0, -0.107, 0.11, -0.27, 0.051, -0.383, 0.388, -0.63, 0.0, 0.988, 0.888, 1.022, 0.84, 1.258, 1.256, 0.631, 0.0, 0.948, 0.916, 0.978, 1.032, 1.207, 0.927, 1.149, 0.0, 0.989, 0.886, 1.025, 0.831, 1.259, 1.275, 0.609, 0.0, 0.969, 0.909, 0.99, 0.956, 1.234, 1.039, 0.938, 0.0, 0.888, 0.912, 0.984, 1.159, 1.13, 0.819, 1.539, 0.0, 0.948, 0.459, 1.108, 0.553, 1.732, 1.384, 2.605, 0.0]",0,"(0.49230000000000024, 52.54310000000004)",184.15756326,1.0,-0.12,9.435606308498535,3.5582910744142935,2.42234331186562
45,CCC1OC(=C)C2CC1(CN)N2,C9H16N2O,"[2.719, 3.052, 3.072, 2.569, 1.846, 0.773, 0.0, 0.0, 2.542, 2.812, 2.791, 2.381, 1.708, 0.564, 0.0, 0.0, 2.717, 3.05, 3.068, 2.566, 1.844, 0.77, 0.0, 0.0, 2.467, 2.704, 2.677, 2.318, 1.658, 0.486, 0.0, 0.0, 2.727, 3.058, 3.092, 2.598, 1.884, 0.829, 0.0, 0.0, 3.83, 4.2, 4.143, 3.095, 2.037, 0.693, 0.0, 0.0, 0.074, 0.12, 0.141, 0.071, 0.022, 0.006, 0.0, 0.0, 0.095, 0.151, 0.196, 0.102, 0.035, 0.011, 0.0, 0.0, 0.07, 0.114, 0.134, 0.067, 0.02, 0.006, 0.0, 0.0, 0.274, 0.438, 0.55, 0.285, 0.093, 0.029, 0.0, 0.0, 0.098, 0.151, 0.21, 0.107, 0.043, 0.015, 0.0, 0.0, 5.624, 12.459, 20.714, 7.275, 2.109, 0.616, 0.0, 0.0, -0.176, -0.334, 0.0, 0.286, -0.058, -0.573, 0.0, 0.0, -0.184, -0.343, 0.089, 0.248, -0.169, -0.917, 0.0, 0.0, -0.175, -0.332, -0.004, 0.285, -0.053, -0.556, 0.0, 0.0, -0.184, -0.347, 0.055, 0.278, -0.124, -0.788, 0.0, 0.0, -0.164, -0.302, 0.142, 0.124, -0.248, -1.106, 0.0, 0.0, 0.044, -0.278, -0.135, -0.072, 0.245, 0.426, 0.0, 0.0, 0.997, 1.375, 1.113, 0.429, 0.473, 1.183, 0.0, 0.0, 0.96, 1.266, 0.984, 0.595, 0.864, 2.159, 0.0, 0.0, 0.998, 1.378, 1.119, 0.425, 0.456, 1.141, 0.0, 0.0, 0.98, 1.318, 1.033, 0.514, 0.705, 1.762, 0.0, 0.0, 0.898, 1.137, 0.905, 0.809, 1.157, 2.891, 0.0, 0.0, 0.777, 1.358, 1.279, 0.726, 0.092, 0.0, 0.0, 0.0]",0,"(0.3683, 47.63010000000003)",168.126263132,0.7777777777777778,-0.54,8.076289944837928,2.4718851329155442,0.8359149086214877
46,N#CC1CN2C(C1)=CN1N=NC=C21,C8H7N5,"[2.884, 3.241, 2.99, 2.592, 2.197, 1.768, 1.314, 0.0, 2.599, 2.97, 2.738, 2.315, 1.879, 1.348, 0.765, 0.0, 2.88, 3.237, 2.986, 2.588, 2.193, 1.762, 1.306, 0.0, 2.498, 2.871, 2.65, 2.213, 1.749, 1.183, 0.577, 0.0, 2.964, 3.315, 3.062, 2.668, 2.277, 1.878, 1.466, 0.0, 4.466, 4.757, 4.593, 4.207, 4.174, 3.951, 3.611, 0.0, 0.092, 0.13, 0.1, 0.066, 0.043, 0.03, 0.021, 0.0, 0.193, 0.275, 0.211, 0.14, 0.092, 0.064, 0.044, 0.0, 0.085, 0.12, 0.092, 0.061, 0.04, 0.028, 0.019, 0.0, 0.464, 0.66, 0.506, 0.336, 0.221, 0.153, 0.107, 0.0, 0.279, 0.397, 0.304, 0.202, 0.133, 0.092, 0.064, 0.0, 10.908, 19.805, 25.029, 11.192, 9.247, 6.876, 2.7, 0.0, -0.003, -0.099, 0.071, -0.173, -0.768, -0.35, 1.6, 0.0, -0.003, -0.099, 0.071, -0.173, -0.768, -0.35, 1.6, 0.0, -0.003, -0.099, 0.071, -0.173, -0.768, -0.35, 1.6, 0.0, -0.003, -0.099, 0.071, -0.173, -0.768, -0.35, 1.6, 0.0, -0.003, -0.099, 0.071, -0.173, -0.768, -0.35, 1.6, 0.0, 0.103, 0.04, -0.377, -0.511, 0.029, 0.358, 0.739, 0.0, 0.91, 0.975, 0.803, 1.064, 1.671, 1.463, 0.0, 0.0, 0.91, 0.975, 0.803, 1.064, 1.671, 1.462, 0.0, 0.0, 0.91, 0.975, 0.803, 1.064, 1.671, 1.462, 0.0, 0.0, 0.91, 0.975, 0.803, 1.064, 1.671, 1.462, 0.0, 0.0, 0.91, 0.975, 0.803, 1.064, 1.671, 1.463, 0.0, 0.0, 0.559, 0.639, 1.274, 1.481, 1.129, 1.295, 2.274, 0.0]",0,"(0.22667999999999977, 43.784000000000006)",173.070145224,0.375,-1.8299999999999996,6.660756067060674,2.102073163927144,0.7457863763719212
47,CC1C2NC3COC(OC=C2)C13C,C10H15NO2,"[2.871, 3.324, 3.462, 2.7, 0.0, 0.0, 0.0, 0.0, 2.666, 3.109, 3.19, 2.434, 0.0, 0.0, 0.0, 0.0, 2.87, 3.322, 3.459, 2.698, 0.0, 0.0, 0.0, 0.0, 2.57, 3.022, 3.064, 2.313, 0.0, 0.0, 0.0, 0.0, 2.858, 3.313, 3.447, 2.667, 0.0, 0.0, 0.0, 0.0, 4.535, 4.936, 5.106, 4.324, 0.0, 0.0, 0.0, 0.0, 0.118, 0.228, 0.248, 0.125, 0.0, 0.0, 0.0, 0.0, 0.113, 0.209, 0.251, 0.123, 0.0, 0.0, 0.0, 0.0, 0.114, 0.22, 0.238, 0.12, 0.0, 0.0, 0.0, 0.0, 0.369, 0.691, 0.8, 0.398, 0.0, 0.0, 0.0, 0.0, 0.086, 0.154, 0.197, 0.091, 0.0, 0.0, 0.0, 0.0, 14.751, 28.368, 39.46, 21.796, 0.0, 0.0, 0.0, 0.0, -0.199, 0.107, -0.194, -0.069, 0.0, 0.0, 0.0, 0.0, -0.218, 0.024, -0.174, 0.074, 0.0, 0.0, 0.0, 0.0, -0.198, 0.11, -0.195, -0.075, 0.0, 0.0, 0.0, 0.0, -0.213, 0.061, -0.183, 0.014, 0.0, 0.0, 0.0, 0.0, -0.213, -0.068, -0.147, 0.192, 0.0, 0.0, 0.0, 0.0, 0.136, 0.047, -0.158, -0.451, 0.0, 0.0, 0.0, 0.0, 1.018, 0.707, 1.162, 1.2, 0.0, 0.0, 0.0, 0.0, 1.038, 0.821, 1.156, 0.96, 0.0, 0.0, 0.0, 0.0, 1.016, 0.703, 1.162, 1.209, 0.0, 0.0, 0.0, 0.0, 1.032, 0.768, 1.158, 1.069, 0.0, 0.0, 0.0, 0.0, 1.032, 0.962, 1.158, 0.682, 0.0, 0.0, 0.0, 0.0, 0.666, 0.798, 1.142, 1.502, 0.0, 0.0, 0.0, 0.0]",0,"(0.8693999999999997, 47.947700000000026)",181.11027872,0.8,-0.54,7.826195485614917,2.2782006484346216,0.7714957923214947
48,C#CC(CC#N)=C(C#N)C1CCO1,C10H8N2O,"[2.708, 2.772, 2.899, 2.998, 2.685, 1.957, 0.773, 0.0, 2.561, 2.635, 2.754, 2.758, 2.396, 1.584, 0.564, 0.0, 2.706, 2.771, 2.898, 2.995, 2.682, 1.952, 0.77, 0.0, 2.498, 2.577, 2.694, 2.662, 2.268, 1.459, 0.486, 0.0, 2.708, 2.773, 2.906, 3.017, 2.719, 2.017, 0.829, 0.0, 4.184, 4.037, 4.41, 4.72, 4.385, 4.212, 1.946, 0.0, 0.064, 0.067, 0.075, 0.114, 0.075, 0.057, 0.006, 0.0, 0.08, 0.083, 0.098, 0.154, 0.106, 0.093, 0.011, 0.0, 0.061, 0.063, 0.071, 0.108, 0.07, 0.053, 0.005, 0.0, 0.233, 0.243, 0.28, 0.438, 0.293, 0.246, 0.027, 0.0, 0.079, 0.083, 0.101, 0.155, 0.117, 0.108, 0.014, 0.0, 7.377, 15.283, 14.969, 22.735, 23.455, 23.352, 5.224, 0.0, -0.129, -0.101, -0.109, -0.013, -0.441, 0.889, -0.582, 0.0, -0.11, -0.081, -0.11, -0.04, -0.55, 1.206, -0.919, 0.0, -0.129, -0.102, -0.108, -0.013, -0.435, 0.87, -0.566, 0.0, -0.121, -0.092, -0.112, -0.024, -0.515, 1.104, -0.793, 0.0, -0.077, -0.051, -0.095, -0.095, -0.573, 1.269, -1.103, 0.0, 0.09, -0.147, -0.039, -0.15, -0.432, 0.926, -1.879, 0.0, 0.967, 0.898, 0.865, 1.036, 1.469, 0.503, 1.262, 0.0, 0.844, 0.784, 0.83, 1.055, 1.68, 0.474, 2.297, 0.0, 0.972, 0.902, 0.866, 1.036, 1.459, 0.51, 1.218, 0.0, 0.899, 0.835, 0.848, 1.042, 1.6, 0.453, 1.876, 0.0, 0.719, 0.668, 0.777, 1.107, 1.805, 0.664, 3.078, 0.0, 0.517, 0.716, 0.682, 1.147, 1.761, 1.112, 4.151, 0.0]",0,"(1.1423599999999998, 46.05900000000002)",172.063662876,0.4,-1.76,9.328967971530249,4.311455624289863,1.8782104157571937
49,CC12CNC3CC3C(C1)C=CCN2,C11H18N2,"[2.813, 3.099, 3.266, 2.751, 1.846, 0.0, 0.0, 0.0, 2.71, 2.96, 3.151, 2.641, 1.708, 0.0, 0.0, 0.0, 2.812, 3.096, 3.264, 2.75, 1.844, 0.0, 0.0, 0.0, 2.674, 2.911, 3.114, 2.603, 1.658, 0.0, 0.0, 0.0, 2.843, 3.137, 3.3, 2.783, 1.884, 0.0, 0.0, 0.0, 4.29, 4.585, 4.868, 4.398, 3.401, 0.0, 0.0, 0.0, 0.022, 0.034, 0.05, 0.021, 0.009, 0.0, 0.0, 0.0, 0.046, 0.071, 0.105, 0.044, 0.019, 0.0, 0.0, 0.0, 0.02, 0.031, 0.046, 0.019, 0.008, 0.0, 0.0, 0.0, 0.11, 0.171, 0.252, 0.107, 0.047, 0.0, 0.0, 0.0, 0.066, 0.103, 0.152, 0.064, 0.028, 0.0, 0.0, 0.0, 22.215, 36.418, 41.274, 24.145, 11.974, 0.0, 0.0, 0.0, -0.133, -0.232, 0.157, -0.156, -0.291, 0.0, 0.0, 0.0, -0.133, -0.232, 0.157, -0.156, -0.291, 0.0, 0.0, 0.0, -0.133, -0.232, 0.157, -0.156, -0.291, 0.0, 0.0, 0.0, -0.133, -0.232, 0.157, -0.156, -0.291, 0.0, 0.0, 0.0, -0.133, -0.232, 0.157, -0.156, -0.291, 0.0, 0.0, 0.0, -0.144, -0.227, 0.095, -0.3, 0.421, 0.0, 0.0, 0.0, 0.945, 1.241, 0.739, 1.013, 1.418, 0.0, 0.0, 0.0, 0.945, 1.241, 0.739, 1.013, 1.418, 0.0, 0.0, 0.0, 0.945, 1.241, 0.739, 1.013, 1.418, 0.0, 0.0, 0.0, 0.945, 1.241, 0.739, 1.013, 1.418, 0.0, 0.0, 0.0, 0.945, 1.241, 0.739, 1.013, 1.418, 0.0, 0.0, 0.0, 0.945, 1.17, 0.814, 1.237, 0.716, 0.0, 0.0, 0.0]",0,"(0.9024999999999999, 53.55240000000003)",178.146998576,0.8181818181818182,-0.34,8.008715495757404,2.580436336215392,1.3246478262118764
